File Name,Hash,File Size,Entropy,Ransomware
0urRKxA.HpWl7Oyll,de9d734572027c5d1dce2cec8262f482,129265,7.998389233793053,
0VLfUFv.HpWl7Oyll,737bd21c8c885317f09b5c0a68be4a73,81360,7.997762179169533,
0004-xlsx.xlsx.uC9BsB,cddb1a0c300aaba8b3d0ad24c9ebd0ce,1164744,7.9998205918103835,
0005-docx.docx.ipgagL,0d0c443da0041375828b46f30c3c0552,135548,7.998708132308231,
0004-xls.xls.20TQe,7cb186a4843a4aa7f15db06242021a6c,1182472,7.999868321230691,
0uO9iNA.HpWl7Oyll,4c5e1a9cd64eb1e803860be1726a126e,161259,7.999042321002944,
0005-doc.doc.ipgagL,4a5788a2396382da4856d6f5159d9b2b,10125576,7.99998327279109,
